"name","Rank","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","appid","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","Total_ratings","Proportion_ratings_pos","Proportion_ratings_neg"
"the technomancer",13097,"PS4","2016","Role-Playing","Focus Home Interactive",0.01,0.03,0,0.01,0.05,338390,"2016-06-28",1,"Spiders","Focus Home Interactive","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;RPG","RPG;Action;Sci-fi",40,1232,565,67,67,"100000-200000","23.99",1797,0.685587089593767,0.314412910406233
"the testament of sherlock holmes",6545,"PS3","2012","Adventure","Focus Home Interactive",0.05,0.15,0,0.06,0.26,205650,"2012-09-20",1,"Frogwares","Frogwares","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Adventure","Adventure;Detective;Point & Click",32,1488,301,1,1,"200000-500000","14.99",1789,0.831749580771381,0.168250419228619
"the void",14134,"PC","2008","Adventure","Mamba Games",0,0.03,0,0.01,0.03,37000,"2009-12-15",1,"Ice-Pick Lodge","Ice-Pick Lodge","windows",0,"Single-player;Steam Trading Cards","Nudity;Action;Adventure","Surreal;Nudity;Adventure",0,581,126,27,34,"100000-200000","6.99",707,0.821782178217822,0.178217821782178
"the witcher 3 wild hunt",1607,"XOne","2015","Role-Playing","Namco Bandai Games",0.66,0.47,0,0.11,1.24,292030,"2015-05-18",1,"CD PROJEKT RED","CD PROJEKT RED","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","Open World;RPG;Story Rich",78,202930,4798,3068,2002,"5000000-10000000","24.99",207728,0.976902487868751,0.0230975121312486
"the wolf among us",11846,"XOne","2014","Adventure","Telltale Games",0.05,0.02,0,0.01,0.07,250320,"2013-10-11",1,"Telltale Games","Telltale Games","windows;mac",16,"Single-player;Steam Achievements;Full controller support","Adventure","Adventure;Detective;Story Rich",35,21127,517,675,616,"1000000-2000000","11.99",21644,0.976113472555905,0.0238865274440954
"theatre of war",16125,"PC","2007","Strategy","Kalypso Media",0,0.01,0,0,0.01,46290,"2010-07-09",1,"1C Entertainment","1C Entertainment","windows",0,"Single-player;Multi-player;Steam Cloud;Includes level editor","Strategy","Strategy;World War II;RTS",0,116,86,0,0,"100000-200000","2.79",202,0.574257425742574,0.425742574257426
"thief deadly shadows",8325,"XB","2004","Action","Eidos Interactive",0.13,0.04,0,0.01,0.17,6980,"2007-03-29",1,"Ion Storm","Square Enix","windows",0,"Single-player","Action","Stealth;Atmospheric;Action",0,1135,210,254,368,"500000-1000000","6.99",1345,0.843866171003718,0.156133828996283
"this war of mine",15717,"PS4","2016","Action","Deep Silver",0,0.01,0,0,0.02,282070,"2014-11-14",1,"11 bit studios","11 bit studios","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud","Adventure;Indie;Simulation","Survival;War;Atmospheric",42,47258,2571,512,347,"2000000-5000000","14.99",49829,0.948403540107167,0.0515964598928335
"thrillville off the rails",4347,"Wii","2007","Strategy","LucasArts",0.39,0.02,0,0.03,0.45,6080,"2009-07-08",1,"Frontier","LucasArts","windows",0,"Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud","Action;Adventure;Racing;Simulation;Strategy","Simulation;Strategy;Action",0,272,38,17,17,"20000-50000","7.19",310,0.87741935483871,0.12258064516129
"timeshift",8606,"PS3","2007","Shooter","Vivendi Games",0.14,0.01,0,0.01,0.16,10130,"2009-07-23",1,"Saber Interactive","Activision","windows",0,"Single-player;Multi-player","Action","Action;FPS;Time Manipulation",0,623,159,0,0,"100000-200000","9.99",782,0.796675191815857,0.203324808184143
"tom clancys endwar",3099,"PS3","2008","Strategy","Ubisoft",0.32,0.22,0.01,0.1,0.65,21800,"2009-02-25",1,"Ubisoft Shanghaï","Ubisoft","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Tactical",0,276,108,384,655,"100000-200000","8.59",384,0.71875,0.28125
"tom clancys ghost recon",885,"PS2","2002","Shooter","Ubisoft",1.42,0.4,0,0.12,1.94,15300,"2008-07-15",1,"Red Storm Entertainment","Ubisoft","windows",0,"Single-player;Co-op","Action","Tactical;FPS;Action",0,536,45,476,476,"100000-200000","8.59",581,0.922547332185886,0.0774526678141136
"tom clancys ghost recon future soldier",1301,"X360","2012","Shooter","Ubisoft",0.93,0.4,0.02,0.12,1.46,212630,"2012-06-27",1,"Ubisoft Paris;Red Storm Entertainment","Ubisoft","windows",0,"Single-player;Multi-player;Co-op","Action","Action;Stealth;Co-op",0,2178,1153,229,325,"200000-500000","12.49",3331,0.653857700390273,0.346142299609727
"tom clancys rainbow six lockdown",5326,"PS2","2005","Shooter","Ubisoft",0.17,0.13,0,0.04,0.35,15000,"2009-08-27",1,"Red Storm Entertainment","Ubisoft","windows",0,"Single-player;Multi-player","Action","Action;FPS;Tactical",0,80,79,20,20,"100000-200000","4.29",159,0.50314465408805,0.49685534591195
"tom clancys rainbow six siege",1533,"XOne","2015","Shooter","Ubisoft",0.73,0.44,0,0.12,1.29,359550,"2015-12-01",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action","FPS;Multiplayer;Tactical",0,251178,59620,7504,2543,"5000000-10000000","16.99",310798,0.808171223753049,0.191828776246951
"tom clancys rainbow six vegas",2769,"PSP","2007","Shooter","Ubisoft",0.42,0.19,0,0.14,0.74,13540,"2008-04-09",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Multi-player","Action","Action;FPS;Tactical",0,371,106,0,0,"200000-500000","8.59",477,0.777777777777778,0.222222222222222
"tom clancys rainbow six vegas 2",637,"X360","2008","Shooter","Ubisoft",1.56,0.61,0.02,0.23,2.42,15120,"2008-04-16",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Multi-player;Co-op","Action","Action;Tactical;FPS",0,2582,456,1349,1936,"500000-1000000","8.59",3038,0.84990125082291,0.15009874917709
"tom clancys splinter cell",571,"PS2","2003","Action","Ubisoft",1.15,1.11,0,0.4,2.65,13560,"2008-04-01",1,"Ubisoft","Ubisoft","windows",0,"Single-player","Action","Stealth;Action;Third Person",0,900,147,28,28,"200000-500000","4.29",1047,0.859598853868195,0.140401146131805
"tom clancys splinter cell blacklist",2123,"PS3","2013","Action","Ubisoft",0.34,0.41,0.06,0.18,0.98,235600,"2013-08-23",1,"Ubisoft Toronto","Ubisoft","windows",0,"Single-player;Multi-player;Co-op","Action;Adventure","Stealth;Action;Co-op",0,10016,1982,669,820,"500000-1000000","16.99",11998,0.834805800966828,0.165194199033172
"tom clancys splinter cell chaos theory",11908,"DS","2005","Action","Ubisoft",0.06,0,0,0.01,0.07,13570,"2009-08-27",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player","Action","Stealth;Action;Third Person",0,1777,140,22,22,"200000-500000","8.59",1917,0.926969222743871,0.0730307772561294
"tom clancys splinter cell double agent",2630,"X360","2006","Action","Ubisoft",0.67,0.05,0.01,0.06,0.78,13580,"2009-02-13",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player","Action","Stealth;Action;Third Person",0,356,454,0,0,"200000-500000","8.59",810,0.439506172839506,0.560493827160494
"tom clancys the division",5106,"PC","2016","Shooter","Ubisoft",0.2,0.14,0,0.03,0.37,365590,"2016-03-07",1,"Massive Entertainment","Ubisoft","windows",18,"Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases","Action;Adventure;RPG","Open World;Multiplayer;Third-Person Shooter",0,49832,25607,4252,1952,"2000000-5000000","41.99",75439,0.660560187701322,0.339439812298678
"tomb raider",2024,"PC","1996","Action","Eidos Interactive",0.96,0.07,0,0,1.03,203160,"2013-03-04",1,"Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux)","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",18,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Adventure;Action;Female Protagonist",50,93509,4103,527,475,"5000000-10000000","14.99",97612,0.957966233659796,0.0420337663402041
"tomb raider anniversary",3524,"PSP","2007","Action","Eidos Interactive",0.21,0.23,0,0.13,0.57,8000,"2007-06-05",1,"Crystal Dynamics;Feral Interactive (Mac)","Square Enix;Feral Interactive (Mac)","windows",16,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Female Protagonist",0,1964,389,239,280,"500000-1000000","6.99",2353,0.834679133021675,0.165320866978326
"tomb raider ii",179,"PS","1997","Action","Eidos Interactive",2.3,2.46,0.2,0.28,5.24,225300,"2012-11-28",1,"Core Design","Square Enix","windows",12,"Single-player","Action;Adventure","Adventure;Action;Female Protagonist",0,805,115,3,3,"500000-1000000","4.99",920,0.875,0.125
"tomb raider legend",4284,"PSP","2006","Action","Eidos Interactive",0.09,0.24,0,0.12,0.46,7000,"2007-03-29",1,"Crystal Dynamics","Square Enix","windows",16,"Single-player;Partial Controller Support","Action;Adventure","Adventure;Action;Female Protagonist",0,1656,243,714,725,"500000-1000000","4.99",1899,0.872037914691943,0.127962085308057
"tomb raider underworld",11485,"PC","2008","Action","Eidos Interactive",0,0.06,0,0.02,0.08,8140,"2008-11-21",1,"Crystal Dynamics","Square Enix","windows",16,"Single-player","Action;Adventure","Adventure;Action;Female Protagonist",0,1779,594,313,565,"500000-1000000","6.99",2373,0.74968394437421,0.25031605562579
"torchlight",11748,"PC","2009","Role-Playing","JoWood Productions",0,0.06,0,0.02,0.07,41500,"2009-10-27",1,"Runic Games","Runic Games","windows;mac",0,"Single-player;Steam Achievements;Steam Cloud;Includes level editor","RPG","RPG;Action RPG;Hack and Slash",66,3825,317,1108,1144,"1000000-2000000","10.99",4142,0.923466924191212,0.076533075808788
"total war attila",6989,"PC","2015","Strategy","Sega",0.09,0.13,0,0.02,0.23,325610,"2015-02-17",1,"CREATIVE ASSEMBLY","SEGA","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Strategy","Strategy;Historical;War",118,12297,4469,2147,2926,"1000000-2000000","29.99",16766,0.733448646069426,0.266551353930574
"total war warhammer",10593,"PC","2016","Strategy","Sega",0,0.1,0,0.01,0.1,364360,"2016-05-24",1,"CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac)","SEGA;Feral Interactive (Linux);Feral Interactive (Mac)","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop","Action;Strategy","Strategy;Fantasy;War",185,29826,9878,3610,4356,"1000000-2000000","39.99",39704,0.751208946201894,0.248791053798106
"toukiden 2",11426,"PS4","2016","Action","Tecmo Koei",0,0,0.08,0,0.08,551730,"2017-03-21",1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","windows",0,"Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Action;Open World;Hunting",50,800,206,3315,3315,"20000-50000","49.99",1006,0.795228628230616,0.204771371769384
"toukiden kiwami",5879,"PSV","2014","Action","Tecmo Koei",0.05,0.05,0.17,0.03,0.3,363130,"2015-06-25",1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","windows",0,"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Action;Hunting;Co-op",50,734,370,1532,1532,"50000-100000","49.99",1104,0.664855072463768,0.335144927536232
"trackmania turbo",16389,"PC","2016","Action","Ubisoft",0,0.01,0,0,0.01,375900,"2016-03-24",1,"Nadeo","Ubisoft","windows",0,"Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Includes level editor","Massively Multiplayer;Racing","Racing;Level Editor;Arcade",0,742,441,8159,8159,"50000-100000","33.99",1183,0.627218934911243,0.372781065088757
"trapped dead",15420,"PC","2011","Strategy","Iceberg Interactive",0,0.02,0,0,0.02,46540,"2011-07-15",1,"Headup Games / Crenetic","Headup Games","windows",0,"Single-player;Multi-player;Co-op;Steam Trading Cards","Action;Strategy","Zombies;Strategy;Action",0,258,410,142,157,"100000-200000","3.99",668,0.38622754491018,0.61377245508982
"trials fusion",14246,"PC","2014","Racing","Ubisoft",0,0.03,0,0,0.03,245490,"2014-04-24",1,"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev","Ubisoft","windows",0,"Single-player;Multi-player;In-App Purchases;Partial Controller Support","Racing","Racing;Multiplayer;Singleplayer",0,1141,615,418,480,"200000-500000","16.99",1756,0.649772209567198,0.350227790432802
"tropico 3",7240,"X360","2009","Strategy","Kalypso Media",0.15,0.02,0.03,0.02,0.22,23490,"2009-11-13",1,"Haemimont Games","Kalypso Media Digital","windows",0,"Single-player","Simulation;Strategy","Simulation;Strategy;City Builder",0,1338,176,291,425,"1000000-2000000","7.99",1514,0.883751651254954,0.116248348745046
"tropico 4",5198,"X360","N/A","Strategy","Kalypso Media",0.2,0.13,0,0.03,0.36,57690,"2011-09-01",1,"Haemimont Games","Kalypso Media Digital","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards","Simulation;Strategy","City Builder;Simulation;Strategy",70,8740,827,518,268,"2000000-5000000","12.49",9567,0.913557018919201,0.0864429810807986
"tropico 5",5884,"PS4","2015","Simulation","Kalypso Media",0.05,0.16,0.05,0.04,0.3,245620,"2014-05-23",1,"Haemimont Games","Kalypso Media Digital","windows;mac;linux",0,"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","RPG;Simulation;Strategy","Strategy;Simulation;City Builder",70,7878,2482,292,364,"1000000-2000000","14.99",10360,0.76042471042471,0.23957528957529
"tropico reloaded",14934,"PC","2009","Strategy","Kalypso Media",0,0.02,0,0,0.02,33520,"2009-07-24",1,"PopTop Software;BreakAway Games;Frog City Software","Kalypso Media Digital","windows",0,"Single-player","Simulation;Strategy","Simulation;City Builder;Strategy",0,412,60,0,0,"200000-500000","5.99",472,0.872881355932203,0.127118644067797
"truck racer",15899,"Wii","2009","Racing","Nordic Games",0,0.01,0,0,0.02,256070,"2013-10-18",1,"Kylotonn Entertainment","Plug In Digital;Bigben Interactive","windows",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards","Racing","Racing;Action",50,127,45,0,0,"20000-50000","6.99",172,0.738372093023256,0.261627906976744
"tunnel b1",11056,"PS","1996","Action","Ocean",0.05,0.03,0,0.01,0.09,814600,"2018-04-13",1,"NEON;Piko Interactive","Throwback Entertainment","windows",0,"Single-player","Action;Racing;Simulation","Action;Simulation;Racing",0,5,7,0,0,"0-20000","5.19",12,0.416666666666667,0.583333333333333
"turok",15983,"PC","2008","Action","Touchstone",0,0.01,0,0,0.01,405820,"2015-12-17",1,"Iguana Entertainment;Nightdive Studios","Nightdive Studios","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","Action;FPS;Dinosaurs",10,1614,73,2092,2092,"50000-100000","14.99",1687,0.956727919383521,0.043272080616479
"turok 2 seeds of evil",929,"N64","1997","Platform","Acclaim Entertainment",1.37,0.41,0.04,0.04,1.86,405830,"2017-03-16",1,"Iguana Entertainment;Nightdive Studios","Nightdive Studios","windows;mac;linux",0,"Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud","Action;Adventure","Action;FPS;Classic",14,983,58,0,0,"50000-100000","14.99",1041,0.944284341978866,0.0557156580211335
"ty the tasmanian tiger",1724,"PS2","2002","Platform","Electronic Arts",0.57,0.45,0,0.15,1.17,411960,"2016-12-12",1,"Krome Studios","Krome Studios","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure;Indie","Adventure;3D Platformer;Action",39,1676,26,117,117,"50000-100000","10.99",1702,0.984723854289072,0.0152761457109283
"ultimate marvel vs capcom 3",10649,"PS3","2011","Fighting","Capcom",0,0.04,0.04,0.01,0.1,357190,"2017-03-06",1,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards","Action","Fighting;Action;2D Fighter",47,1386,201,54,54,"100000-200000","19.99",1587,0.873345935727788,0.126654064272212
"ultra street fighter iv",10728,"PS4","2015","Fighting","Capcom",0,0.08,0,0.01,0.1,45760,"2014-08-07",1,"Capcom","Capcom","windows",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action","Fighting;Arcade;Competitive",67,8247,1141,835,1056,"500000-1000000","22.99",9388,0.878461866212186,0.121538133787814
"valentino rossi the game",16247,"PC","2016","Racing","Namco Bandai Games",0,0.01,0,0,0.01,438430,"2016-06-16",1,"Milestone S.r.l.","Milestone S.r.l.","windows",0,"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Racing;Simulation;Sports","Racing;Sports;Simulation",35,214,61,0,0,"20000-50000","15.49",275,0.778181818181818,0.221818181818182
"valkyria chronicles",8411,"PS4","2016","Role-Playing","Sega",0.06,0.04,0.05,0.02,0.17,294860,"2014-11-11",1,"SEGA","SEGA","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;RPG;Strategy","Anime;Strategy;Turn-Based",20,8862,838,892,1068,"500000-1000000","14.99",9700,0.91360824742268,0.0863917525773196
"valkyrie drive bhikkhuni",11559,"PSV","2015","Action","PQube",0,0.01,0.07,0,0.08,550080,"2017-06-20",1,"Meteorise;HONEY?PARADE GAMES","Marvelous","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Sexual Content;Nudity;Action","Anime;Sexual Content;Nudity",50,718,100,266,266,"20000-50000","22.99",818,0.877750611246944,0.122249388753056
"vanquish",3244,"PS3","2010","Shooter","Sega",0.21,0.22,0.11,0.09,0.62,460810,"2017-05-25",1,"PlatinumGames;Little Stone Software","SEGA","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","Action;Sci-fi;Third-Person Shooter",50,2360,327,490,510,"200000-500000","14.99",2687,0.878302940081876,0.121697059918124
"vegas party",8622,"Wii","N/A","Misc","Unknown",0.15,0,0,0.01,0.16,389330,"2018-01-08",1,"Raylight srl;Visual Impact","Funbox Media Ltd","windows",0,"Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support","Casual","Casual",20,1,4,0,0,"0-20000","3.99",5,0.2,0.8
